u,v,weight
572004,708628,1.7382
389396,622532,1.7401
878980,63732,1.7402
340340,17716,1.7438
773220,944148,1.7438
39300,919828,1.7451
356372,868644,1.7467
594740,361780,1.7477
422212,984612,1.7526
798884,24276,1.7538
812052,994388,1.7548
951892,348724,1.7558
21908,131092,1.7566
136772,88868,1.7578
736804,667284,1.7578
462308,264852,1.7585
681764,607988,1.7594
165780,308820,1.7602
900692,841300,1.7629
83972,927844,1.7630
375268,603316,1.7631
132036,522340,1.7647
402404,110820,1.7663
314884,226676,1.7695
403284,382404,1.7710
899204,518260,1.7713
906596,454260,1.7721
550436,159844,1.7724
852596,520148,1.7732
365540,28900,1.7753
744708,954820,1.7763
337380,20004,1.7822
478868,686004,1.7840
870036,80052,1.7853
204308,680644,1.7863
569732,227332,1.7872
529924,727684,1.7895
987652,683972,1.7927
249044,181796,1.7942
889828,244900,1.7946
744644,115636,1.7971
930468,231860,1.7975
305316,103156,1.7986
817956,785860,1.7990
358708,122324,1.7996
261652,34644,1.8003
237636,126164,1.8005
224596,324020,1.8021
610212,526756,1.8030
641044,412484,1.8036
176500,77604,1.8039
800084,129572,1.8081
93140,67140,1.8092
469828,325796,1.8122
356452,502948,1.8135
817524,621300,1.8142
721668,709236,1.8160
459348,206020,1.8192
842804,580068,1.8193
761604,631524,1.8194
91828,66580,1.8242
480004,361220,1.8253
705012,370020,1.8269
719252,415812,1.8272
157220,74276,1.8303
83492,13348,1.8319
580580,651092,1.8331
84260,94052,1.8334
319060,299396,1.8339
454756,758788,1.8377
782836,773524,1.8387
793716,266308,1.8400
539476,753892,1.8404
174388,169892,1.8406
422068,228692,1.8407
355588,482452,1.8425
992132,209508,1.8435
9220,250260,1.8444
530484,305876,1.8468
762116,484532,1.8494
459396,323220,1.8506
867028,139956,1.8512
665668,26100,1.8517
626244,261412,1.8548
905716,521988,1.8573
860052,280164,1.8579
454308,676612,1.8599
536516,826036,1.8602
508036,350292,1.8604
336692,172148,1.8624
146724,68084,1.8625
512580,417124,1.8645
737348,97316,1.8660
261156,57668,1.8662
393972,331460,1.8665
374532,894708,1.8688
535844,705252,1.8705
566388,506164,1.8707
657556,421732,1.8719
428292,812596,1.8727
625252,174244,1.8756
134788,59732,1.8771
260116,446708,1.8775
16564,584532,1.8779
285444,806628,1.8787
375316,344660,1.8800
815572,418116,1.8803
897652,583572,1.8808
540532,58724,1.8821
909028,210772,1.8841
193012,651236,1.8842
818820,265860,1.8877
681796,645332,1.8891
564788,70468,1.8900
619972,288756,1.8914
5300,4036,1.8929
786516,500340,1.8961
805044,763956,1.8971
904420,178964,1.8976
18676,315476,1.8988
933348,335268,1.9005
422964,281636,1.9013
634212,649764,1.9045
646820,847444,1.9050
318980,821300,1.9070
165412,131668,1.9093
773764,529476,1.9095
4468,2532,1.9100
12692,7620,1.9100
585940,243124,1.9100
391796,530884,1.9106
697060,119604,1.9114
484628,465236,1.9117
451428,283380,1.9124
597636,428884,1.9130
785252,580276,1.9139
142100,141700,1.9149
163492,7780,1.9166
232532,15028,1.9167
206276,146548,1.9168
893860,372836,1.9174
410868,791716,1.9182
244372,114132,1.9182
939812,301460,1.9194
580900,898612,1.9224
187412,87876,1.9230
220372,17732,1.9236
615572,620708,1.9254
899732,893748,1.9258
381764,525028,1.9263
936292,847140,1.9297
26324,394772,1.9331
780836,707924,1.9332
275972,98292,1.9340
500212,329812,1.9349
372404,44004,1.9350
362148,202708,1.9362
215012,209892,1.9365
399028,61844,1.9382
34052,937572,1.9420
148436,545412,1.9433
703220,159460,1.9446
700932,140164,1.9495
101684,928324,1.9512
692708,126708,1.9533
221284,178900,1.9533
281124,392756,1.9558
28900,17844,1.9562
535588,381412,1.9563
478068,22436,1.9575
190036,104148,1.9607
979972,859284,1.9610
331300,529252,1.9616
27236,21956,1.9617
692372,574468,1.9625
342020,36804,1.9650
913860,471988,1.9656
748100,361732,1.9657
104788,767668,1.9659
634372,529732,1.9680
773252,288676,1.9680
29220,2372,1.9700
14276,894116,1.9726
165380,113844,1.9742
147716,109908,1.9750
97652,57684,1.9770
998228,206436,1.9809
538468,858228,1.9821
856164,410260,1.9835
52308,762100,1.9847
181844,845588,1.9859
823716,208564,1.9879
372356,279764,1.9893
635028,110196,1.9897
281828,68244,1.9911
797156,911476,1.9961
866532,226084,1.9961
9940,404868,1.9978
91812,497460,1.9987
577876,293860,2.0017
898580,187540,2.0036
742420,385988,2.0040
388628,285796,2.0052
1476,673988,2.0054
710292,543284,2.0092
222756,956292,2.0093
476164,896516,2.0098
69940,63044,2.0104
447956,797092,2.0107
332996,481556,2.0123
923940,788564,2.0136
380932,94804,2.0137
322596,617972,2.0152
662420,457092,2.0152
25476,719716,2.0154
799780,566532,2.0163
525060,56852,2.0167
762772,279092,2.0194
904068,459716,2.0205
687380,656644,2.0221
346724,150452,2.0225
376436,943636,2.0250
194036,158852,2.0271
289828,181396,2.0277
939524,861716,2.0287
778212,730804,2.0300
354596,906932,2.0339
505668,106052,2.0372
556868,477972,2.0373
125844,27268,2.0382
893044,908516,2.0420
588276,181988,2.0420
442564,442196,2.0439
689268,188804,2.0469
851668,712884,2.0474
552276,23108,2.0494
994596,298052,2.0520
508068,409300,2.0520
815124,750740,2.0523
331316,29396,2.0525
327892,157492,2.0532
501540,429620,2.0556
850628,741108,2.0597
321492,38676,2.0607
384740,62948,2.0623
225780,26340,2.0644
32772,22500,2.0664
379684,532244,2.0668
94308,605908,2.0683
360788,88820,2.0697
298644,173172,2.0738
276020,13460,2.0756
833428,818724,2.0787
671284,54564,2.0802
814036,792020,2.0805
999188,159636,2.0819
986116,608628,2.0835
942724,596308,2.0890
584884,109956,2.0905
668244,110116,2.0914
933828,88836,2.0915
662468,701172,2.0918
378420,189156,2.0925
444004,154244,2.0977
711428,405044,2.0995
193492,99924,2.1011
982372,681444,2.1025
687348,381972,2.1043
36612,898756,2.1047
492308,293060,2.1051
762116,735972,2.1056
507508,527012,2.1058
15604,5844,2.1070
450452,981492,2.1076
86484,852580,2.1076
426116,11028,2.1090
228356,112292,2.1123
145284,116548,2.1131
584020,170340,2.1148
776308,19444,2.1157
418068,101508,2.1166
411908,92052,2.1186
569588,382580,2.1190
68964,31268,2.1198
499748,215876,2.1206
854724,40532,2.1229
666180,387204,2.1237
234644,613572,2.1238
707284,560820,2.1259
198900,182356,2.1265
904388,181940,2.1285
811156,373844,2.1290
309156,921140,2.1292
574084,528388,2.1299
400516,756084,2.1325
672868,50148,2.1333
448180,817668,2.1339
734596,169860,2.1355
53860,44868,2.1358
553364,567076,2.1366
622724,680532,2.1367
127204,73396,2.1370
135556,724612,2.1382
470932,120612,2.1383
316996,278740,2.1403
380820,393780,2.1430
993764,698788,2.1431
199140,140340,2.1461
997972,623268,2.1470
658276,187460,2.1478
995092,692948,2.1496
466356,680116,2.1496
627572,411796,2.1542
739668,63108,2.1574
400964,327924,2.1575
573972,53572,2.1608
227588,137700,2.1609
497540,326500,2.1616
481108,345732,2.1637
232708,49140,2.1637
358052,800708,2.1648
736308,227316,2.1675
990612,460932,2.1686
115380,631268,2.1708
748260,120596,2.1710
698884,269092,2.1736
991268,204676,2.1778
855892,112036,2.1789
334804,88756,2.1832
965124,326372,2.1841
93476,89828,2.1844
241300,60436,2.1847
371620,19332,2.1853
358900,103844,2.1867
14260,1156,2.1873
428756,796452,2.1878
40036,911204,2.1881
548788,648164,2.1910
523188,60676,2.1920
554532,242532,2.1944
192564,110644,2.1954
350276,76388,2.1959
200596,247524,2.1961
551028,830388,2.1963
505940,309172,2.1978
781812,369332,2.1980
311076,255124,2.1982
689508,720564,2.1985
451380,488532,2.1995
547892,921780,2.2016
540340,511828,2.2021
516404,38004,2.2059
722244,400548,2.2066
463972,230004,2.2073
436036,912628,2.2109
710644,286596,2.2116
365588,282756,2.2128
660340,625492,2.2132
95316,289956,2.2144
972276,100804,2.2144
464180,483284,2.2148
706596,728932,2.2154
876404,249156,2.2164
93364,25300,2.2174
254036,343572,2.2191
328132,493828,2.2201
422868,708196,2.2227
935236,291124,2.2289
867908,391828,2.2299
704980,768628,2.2302
271348,815124,2.2304
500964,378068,2.2318
64564,12580,2.2334
663028,34276,2.2349
930580,895988,2.2369
243220,142116,2.2371
321764,619060,2.2381
263140,264708,2.2383
791300,983444,2.2391
22980,198628,2.2414
492548,405188,2.2431
451732,786132,2.2432
822884,765140,2.2442
209524,107396,2.2450
534420,99348,2.2461
985252,809668,2.2463
290516,181812,2.2472
935284,909412,2.2473
604212,48820,2.2493
482212,140052,2.2494
920468,874276,2.2499
11428,7844,2.2505
897204,320388,2.2516
549524,458484,2.2518
221780,322740,2.2527
81780,272004,2.2557
758372,762852,2.2564
227060,918628,2.2573
926388,533972,2.2576
45796,36116,2.2589
792452,985812,2.2592
861460,552836,2.2594
574948,915268,2.2604
852084,238676,2.2612
504948,477716,2.2622
645316,999956,2.2646
623156,666708,2.2664
493076,406900,2.2667
607044,78676,2.2690
297412,248596,2.2697
560564,332116,2.2697
690068,523236,2.2698
85700,143140,2.2698
11396,853172,2.2735
554708,964804,2.2742
673636,58964,2.2746
843124,790708,2.2748
832724,382900,2.2751
201476,600500,2.2759
451700,295476,2.2760
124836,358964,2.2764
889924,767892,2.2787
481492,471252,2.2792
660212,29764,2.2831
151508,912020,2.2832
597316,43300,2.2840
723828,462916,2.2863
455284,205524,2.2867
21988,1028,2.2884
596996,381348,2.2884
890692,503380,2.2887
343828,566388,2.2897
7988,573764,2.2904
116628,72036,2.2922
97716,63428,2.2929
681636,189844,2.2934
870228,13556,2.2949
787636,419956,2.2974
859476,995444,2.2980
355364,794020,2.2981
539764,178820,2.2984
185444,396596,2.2988
188484,764308,2.2999
496724,379668,2.3000
542932,108164,2.3004
563492,350372,2.3010
520692,497796,2.3066
946948,267604,2.3072
75108,510756,2.3105
892580,580964,2.3105
246836,725252,2.3117
880196,631508,2.3130
271924,114356,2.3155
286676,878196,2.3167
511716,716436,2.3173
656948,380836,2.3186
594452,203316,2.3195
139956,97364,2.3195
339140,152324,2.3222
291092,502516,2.3223
101636,582100,2.3223
599684,30596,2.3228
847844,815028,2.3238
663524,663988,2.3267
645684,314004,2.3271
89908,114820,2.3273
664964,93332,2.3291
157140,19604,2.3299
98308,572180,2.3303
70580,8516,2.3306
359684,5140,2.3311
156580,149380,2.3327
773300,727044,2.3354
996196,441748,2.3360
183092,106228,2.3374
633460,760996,2.3377
98004,371412,2.3383
901876,300564,2.3395
684804,523860,2.3402
893364,350660,2.3405
22388,999076,2.3414
191140,58852,2.3440
725652,126116,2.3440
764628,303860,2.3453
604468,518532,2.3467
900068,693780,2.3472
575972,522100,2.3482
867556,461668,2.3506
391892,92036,2.3511
507428,372388,2.3512
84068,287172,2.3521
604516,319188,2.3536
546532,490836,2.3590
161828,873268,2.3616
910692,893956,2.3630
181396,193396,2.3635
968580,489156,2.3639
757588,96308,2.3667
310148,198612,2.3668
120244,40036,2.3678
276420,712948,2.3682
482276,98484,2.3700
573028,363076,2.3710
101188,602708,2.3736
944452,590868,2.3736
36868,10804,2.3761
65380,312916,2.3788
313444,258660,2.3813
719380,585940,2.3818
945156,739108,2.3819
446036,676580,2.3823
19988,435876,2.3824
137332,67124,2.3828
961940,921604,2.3900
409268,545796,2.3915
530564,366084,2.3918
470884,331972,2.3930
95492,945268,2.3944
54372,440820,2.3958
472020,6084,2.3961
489380,236708,2.3986
472052,307508,2.3998
185908,100900,2.4018
340420,64132,2.4023
462708,197940,2.4036
962164,725252,2.4046
183444,89060,2.4047
489876,72596,2.4051
900900,525668,2.4060
674836,280452,2.4121
991380,394548,2.4124
889316,467748,2.4130
976660,329108,2.4142
624996,174516,2.4147
348468,78388,2.4156
827636,958916,2.4165
843300,877284,2.4173
461604,214164,2.4182
8004,991876,2.4192
246884,865428,2.4209
444052,578916,2.4241
418548,721796,2.4242
251172,186980,2.4247
440676,70804,2.4266
490740,79508,2.4287
157764,448820,2.4296
475332,165252,2.4309
362148,45700,2.4331
484804,751876,2.4344
448004,186500,2.4357
679524,191972,2.4378
643412,195540,2.4384
748740,535540,2.4396
516644,269460,2.4406
6916,762340,2.4408
121412,172756,2.4410
91172,276580,2.4411
977684,786532,2.4415
465588,47300,2.4418
79508,292084,2.4423
596884,144692,2.4424
443604,470708,2.4426
765876,232916,2.4428
302052,269956,2.4432
251844,125684,2.4447
289828,28500,2.4463
98324,60852,2.4480
521700,311668,2.4491
267172,780084,2.4497
555476,324612,2.4519
530228,104868,2.4533
893748,100,2.4537
774436,91732,2.4561
759620,829268,2.4566
113748,20612,2.4586
16036,343844,2.4589
201348,134580,2.4594
782388,287396,2.4604
816084,541908,2.4607
563812,276868,2.4612
114916,43460,2.4616
229412,148756,2.4623
853796,368388,2.4635
278036,1220,2.4672
478980,440084,2.4693
752532,346484,2.4701
605620,755220,2.4744
578212,738820,2.4770
622116,387732,2.4782
380148,110644,2.4809
762948,601140,2.4817
148692,143572,2.4819
14676,1044,2.4828
594292,326980,2.4836
364532,158532,2.4843
897956,691124,2.4857
444276,455316,2.4896
839844,260676,2.4912
386180,280020,2.4915
337652,334964,2.4919
239348,19876,2.4934
205796,950708,2.4947
116036,75764,2.4952
71652,6356,2.4960
916484,923908,2.4983
209700,170948,2.4984
365060,67348,2.4985
129060,51220,2.4986
361860,211988,2.4989
801028,693236,2.4991
186900,122948,2.5021
498548,452900,2.5032
748084,53492,2.5039
207700,2932,2.5045
338100,315476,2.5048
520420,918164,2.5058
557588,898580,2.5060
556932,678260,2.5068
665636,94708,2.5074
893540,420084,2.5075
978116,850196,2.5088
525012,916900,2.5092
526228,115732,2.5102
928900,488116,2.5110
792564,209540,2.5114
37348,634052,2.5119
182980,146820,2.5124
46708,46420,2.5138
279700,128548,2.5155
502900,899140,2.5179
106004,290500,2.5194
311204,576132,2.5237
269812,484628,2.5243
517956,293620,2.5256
488852,314772,2.5259
256612,208804,2.5277
132164,656196,2.5328
407716,322372,2.5331
425844,34196,2.5341
225220,981460,2.5371
145636,1044,2.5375
327140,625204,2.5377
540196,31700,2.5380
28612,855396,2.5380
957284,425892,2.5382
504244,362692,2.5383
935124,722996,2.5386
677396,906212,2.5392
630516,613460,2.5418
946244,695284,2.5438
763460,753876,2.5490
401092,147748,2.5503
683908,470612,2.5504
7748,868324,2.5512
930756,853316,2.5515
938468,550964,2.5523
844052,819300,2.5540
549524,639396,2.5567
929540,962244,2.5587
540948,444260,2.5630
628948,468820,2.5636
744020,430980,2.5639
541012,140548,2.5641
796164,141396,2.5642
970564,199700,2.5660
101412,570884,2.5661
43220,29508,2.5670
292788,385668,2.5672
599876,405188,2.5684
316788,665028,2.5686
467108,693156,2.5686
341044,264772,2.5696
262564,494964,2.5714
499524,204932,2.5728
611444,735524,2.5742
217604,149044,2.5751
112692,67156,2.5759
743604,535828,2.5762
378196,1588,2.5763
934868,964564,2.5783
269892,120660,2.5784
462180,747460,2.5803
516340,385300,2.5804
167908,1476,2.5825
477588,462900,2.5827
414932,596884,2.5830
911972,127828,2.5847
783572,616548,2.5863
499332,484580,2.5864
916244,50436,2.5893
591716,490580,2.5902
914916,70420,2.5919
386404,148084,2.5920
865844,298836,2.5932
82628,543236,2.5939
73124,2964,2.5939
326564,951892,2.5975
683748,578612,2.6007
269540,20724,2.6024
985236,424196,2.6029
121492,45396,2.6089
982532,160820,2.6112
688500,859316,2.6115
732420,723108,2.6138
300612,467988,2.6142
765524,548,2.6151
119108,70340,2.6153
373476,328180,2.6165
396964,934468,2.6206
373796,150644,2.6217
945828,62324,2.6226
548788,324036,2.6227
748052,762404,2.6232
952084,671732,2.6234
143652,90068,2.6236
65572,32116,2.6253
249316,397284,2.6256
860372,482212,2.6259
562948,647956,2.6270
139204,99364,2.6278
709380,691476,2.6279
584596,332980,2.6281
433236,277636,2.6310
255204,20036,2.6314
491172,655252,2.6315
708932,154452,2.6323
427988,411364,2.6334
740228,65108,2.6345
462452,717668,2.6367
493188,258052,2.6377
872372,210820,2.6383
781108,270388,2.6431
542308,410084,2.6434
867524,262804,2.6442
436612,216004,2.6447
21284,767476,2.6462
646484,625620,2.6505
275092,160420,2.6511
213076,823140,2.6521
238260,94964,2.6526
722980,700516,2.6537
101844,347988,2.6562
334916,615828,2.6565
463748,222372,2.6567
306756,56388,2.6587
8644,484,2.6588
624996,446388,2.6611
311476,152340,2.6628
926564,804244,2.6631
427716,340436,2.6639
447940,174164,2.6641
687716,303812,2.6661
520548,511428,2.6667
440372,162036,2.6693
798484,504068,2.6702
93444,876804,2.6708
549172,340388,2.6715
648820,953716,2.6720
577860,71444,2.6728
428964,361300,2.6741
546420,31332,2.6747
350004,303700,2.6766
864164,129700,2.6775
674772,198468,2.6790
247748,81812,2.6793
440548,435108,2.6810
344052,253220,2.6820
243636,596324,2.6824
429108,329924,2.6825
162132,13092,2.6830
580612,31972,2.6833
191188,92196,2.6835
203988,63988,2.6840
598980,21588,2.6841
188084,115284,2.6847
102900,211844,2.6850
832836,280932,2.6862
645892,404404,2.6882
744772,268980,2.6905
472916,563220,2.6941
629300,81108,2.6949
372132,14324,2.6964
666052,575620,2.6983
230548,151972,2.6995
269396,84644,2.6995
172548,480052,2.6996
900372,384580,2.7022
756068,948564,2.7026
469668,921700,2.7036
961044,739332,2.7070
532932,243812,2.7070
252116,192676,2.7095
603988,225268,2.7102
855812,762372,2.7105
886868,807412,2.7116
952932,404836,2.7135
163892,62164,2.7144
683140,221476,2.7144
165092,752740,2.7151
64228,77844,2.7157
713524,793796,2.7163
929572,357172,2.7177
651492,569348,2.7184
485268,611204,2.7190
340020,101348,2.7227
430180,371636,2.7228
726996,341060,2.7230
416628,845236,2.7264
512100,137908,2.7282
552148,401988,2.7288
787044,10900,2.7311
942404,185492,2.7328
774724,107028,2.7331
567588,855028,2.7332
906948,566260,2.7338
994916,22388,2.7352
695940,695012,2.7360
89236,461460,2.7360
274164,168868,2.7369
921924,627860,2.7371
415364,283236,2.7397
130404,561476,2.7470
881460,693236,2.7473
122820,174532,2.7477
546852,807652,2.7478
442404,458372,2.7490
638756,97268,2.7508
506388,424436,2.7518
468132,932420,2.7523
419476,101860,2.7550
690596,476372,2.7566
107460,139572,2.7590
522692,227684,2.7598
743780,347716,2.7602
480756,472244,2.7618
40148,34932,2.7622
375556,103044,2.7626
645156,3764,2.7631
411732,303460,2.7638
584996,90756,2.7660
316628,762884,2.7678
253812,7812,2.7682
715988,563140,2.7685
260932,485380,2.7690
181972,108740,2.7691
389284,101332,2.7700
654724,869076,2.7702
827540,173972,2.7703
596196,3380,2.7715
566836,516948,2.7716
875236,893332,2.7717
568804,666644,2.7724
441604,289524,2.7726
964964,865044,2.7739
561924,890500,2.7743
290836,143316,2.7777
201412,206676,2.7780
490292,656516,2.7793
187828,98948,2.7821
848740,553156,2.7822
559332,521716,2.7835
370532,10996,2.7840
735316,135428,2.7849
999284,670132,2.7866
718212,888356,2.7874
891076,340532,2.7885
412740,220548,2.7885
317460,286708,2.7889
726292,156084,2.7923
259476,814692,2.7974
76820,94724,2.7977
850036,371796,2.8009
485652,13556,2.8052
863060,3124,2.8072
526996,97188,2.8087
105060,31444,2.8089
916692,18052,2.8118
547828,103428,2.8121
19204,952260,2.8176
325060,32388,2.8206
918436,423668,2.8217
588836,262356,2.8236
781444,874212,2.8252
191716,131172,2.8271
172196,29092,2.8276
983732,976532,2.8291
821700,840772,2.8296
829684,400516,2.8322
420084,95252,2.8333
719700,493092,2.8340
489236,286036,2.8347
364948,716564,2.8380
372420,62884,2.8385
588580,708420,2.8387
185524,698276,2.8394
581748,641908,2.8421
32228,761284,2.8431
183764,63268,2.8436
734532,420228,2.8442
311972,84100,2.8456
446404,688548,2.8468
982628,26100,2.8469
468644,379764,2.8481
894340,94212,2.8494
869364,714916,2.8494
284180,148388,2.8510
73588,20228,2.8512
783140,610724,2.8516
